"distribution: [0,3,3,2,2,2,1,1,1,0,0,0]"
"words: 200"
"errors: 266"
"haskell demerits lower: 265"
"seeds: "
"Equal -1490081304084660436, 3562477082869650716"
"Equal -6434078904455178096, 8705992580070690081"
"Equal -796845704471244259, -5615861119477352473"
"Equal -5558381149335280421, 5724771516219828613"
"Equal -2015157783576426412, -7240412486213607231"
"Equal 3419339863877614922, 6868555717239411915"
"Equal -6709946203962111700, -5076565587953210539"
"Equal 836432483514578711, -3094887473449140695"
"Equal -8170634896826621621, -5223767174930246574"
"Equal 7761084214521834079, 2945424849174534396"
"Haskell lower -2561562148646461943, 2670723579945609922"
"Equal 1631275144435473858, -4776123883428184005"
"Equal -6194159208394901276, -6255407231816321247"
"Equal -387928315631555010, -7059840737866104847"
"Equal -780203853366850290, 5901188408447757309"
"Equal -8451348742126558015, -1768700769464298541"
"Equal 3730377785089182264, -2833195663725334086"
"Equal 511839073972702200, -5884860088175491689"
"Equal 7475571730451564469, 8545616247342049475"
"Equal -161200871543901795, 3720760551874251239"
"Equal -3805511780943279607, 5343672907391471667"
"Equal 1973911440705748845, -5579800949113010304"
"Equal 6563908691861627494, 4438096684350342235"
"Equal -5930423767216551347, 3791184753757273799"
"Equal 4446586176797029891, 2398138203668173799"
"Equal 2713238856081228584, -8749365512459893315"
"Equal 1415258906635352765, 1696598173322356143"
"Equal -4884278830767574383, 2951845589170808067"
"Equal -3945874319332115709, 7122493218770865634"
"Equal 7988616299591806747, -5409824519931912424"
"Equal -5547801996408808639, 3499270999769150353"
"Equal -2101533614068137707, 7126460911544429356"
"Equal -8877838244832044874, 2277370091094855177"
"Equal 5488761286800519020, 7540569279477264445"
"Equal 2954747851081955324, 9128293737361320429"
"Equal 5342263028996779173, -4751342590943547308"
"Equal -7726189068949931113, 5876822730944340828"
"Equal -153305072067189281, -2937798669711217348"
"Equal 2100886238011205919, -5286237371827688789"
"Equal -5842981578227009901, 7630310214393113438"
"Equal 5984172018184357232, 6343894612072904263"
"Equal -5675400003809032919, 7338444709650879876"
"Equal 5739527601502748994, 6026206441126788666"
"Equal -1019458807493555296, -6327036669234459005"
"Equal 8647388955438682862, -6730897406051228387"
"Equal -5597596067104576885, 4908101764103224013"
"Equal 2404350677339248931, 517897341716341636"
"Equal 4677408234590971979, 1714761144087291130"
"Equal -8411339508127665483, -7063721370659170080"
"Equal 4011791154724248416, 6003281149186381813"
"Equal -8960152070373492261, 2737765190354813943"
"Equal 4482213494152154019, -6912660416944978114"
"Equal -5534341204019903762, 5204935830138361654"
"Equal -4453886314264776504, -843501825260533698"
"Equal -688505945072068096, 8126456182720617875"
"Equal -811778253093241673, 2961693655366745989"
"Equal -6132295280763275242, -5090669528559262389"
"Equal -1299563073443158127, 4779798065217746782"
"Equal -352549919374637098, 8211073817080147204"
"Equal -6990834733870237652, 6756937741923867669"
"Equal -4453048303619337812, -5860660528542716035"
"Equal -8894637473115305128, -9194834713062427577"
"Equal 7757358880605676680, -3788027446071761761"
"Equal -198325068798550814, -2750149726895565583"
"Equal 1702277668062978674, 7709865474583131614"
"Equal 1825480507748999024, 7848770263285893562"
"Equal -8052355515953279009, -4930707535568145241"
"Equal -3201254937545144347, -8841789089085583520"
"Equal 8492515491294021498, 1598355716114362574"
"Equal -44642797537127135, 3675237680020809879"
"Equal -6688393639341478386, -3250602657788537979"
"Haskell lower 5636964722128294632, -811925123182073087"
"Equal 5439898850061427568, -4622574266953952518"
"Equal 4965202849063099122, -2626063472059143316"
"Equal -1735349354382409218, -7770428545758213614"
"Equal -6377564892764918510, 3279101064393056228"
"Equal -7860909486768140578, -1848813991468618006"
"Equal 6710632008894885118, -13356178959081893"
"Equal 4994876061135542649, -2261272896752762482"
"Equal -6626241959682208968, 2184800266648359642"
"Equal -2793536760014692611, 5538543549995002102"
"Equal 6120611625418107328, 59812002874141928"
"Equal 2659304687389883997, 3537798682647550035"
"Equal -7284384822358105666, 5032095024977584792"
"Equal -8745354120588915791, -7285446082625840077"
"Equal -5490548274879660238, -2401985288119970227"
"Equal 7428365819544486433, -5301189569061827240"
"Equal 1413938500886189864, -8158443440489152905"
"Equal -3951020981775878340, -3327419014599813523"
"Equal -3144763297510155591, 8689799437479295425"
"Equal -4032458924957210225, 8347033646853978279"
"Equal 5609428006282226155, 7272650586880243547"
"Equal 5519116950951889209, 6928286519663172839"
"Equal -1447338970546287408, -6349166467545692077"
"Equal -8044732270505212543, -1764970886454758388"
"Equal 3313788757222168400, 4853803510077336577"
"Equal 3006959103487347839, 5362161880979442857"
"Equal -340975378019577371, 21632706058647096"
"Equal 5147467399834515814, -7708709632297843885"
"Equal 2525343886249068989, -3717922518235389975"
"Equal 3081450379802556083, -8118729703411201720"
"Equal 4190333239050797673, -4648209913356436342"
"Equal 4699659553225256947, -521975285982371987"
"Equal -3013573748910017374, -7977627546199931603"
"Equal -1759312223992880137, 9169813721787483584"
"Equal 822523365014039810, -2767928045809119157"
"Equal -7734140784571000334, 1913452866261773877"
"Equal -4724972133343836302, -8933313486916080028"
"Equal 3111024345840023770, 9082050240843698768"
"Equal 2550038726449342474, -570509093501344631"
"Equal -3936315697718163117, -932708817735895119"
"Equal -334374224058646987, -4265996459405097015"
"Equal -8729040498134604988, 6761418671580090459"
"Haskell lower 7945029133990985477, 8702785792549672538"
"Equal -313676112286846703, -715155261584337758"
"Equal -6350548692879864094, -726091055623912936"
"Equal 6591343477518543642, -8979211458677057677"
"Equal -6669331579696305554, -8574668816904253012"
"Equal 1945518110284085464, 3746896586292854332"
"Equal -1731947325408829305, -434129553665666227"
"Equal -3774193530982258731, 3744774048808965387"
"Equal -6538480595936031656, -2924042432325842262"
"Equal -3504497721316378273, -3791900047805426413"
"Equal -6414261837512998796, -2660047234661396162"
"Equal -8496822094674761073, 7592472848427485180"
"Haskell lower -2559845622360048274, 9163578774615746682"
"Equal 1460136521141563215, -6799490408703409996"
"Equal -1782554203994383342, 7819576451557284093"
"Equal -2519386437479696812, -4683192127495330361"
"Equal 2197687687401289571, -4587183706774678591"
"Equal -211997781090827307, 445817214987360402"
"Equal -2614123150494129164, -417072437565893642"
"Equal -8917706198482374308, 8942951840894747187"
"Equal 6363946252742163152, -6275919706914853004"
"Equal 5388582557492319396, -7015139991576538124"
"Equal 4339636363250116511, -9167979838411868599"
"Equal 3965938212826211876, 6876672519308771765"
"Equal 6521640648934112188, -9105118323614988367"
"Equal 4227102076722066664, -8088058706284580474"
"Equal 7097510222364280899, -773197364671727831"
"Equal 1225896391148840641, 9151693865114831186"
"Equal 4889964602243862791, 793470685748790674"
"Equal 4145158397601719497, -2636917314956601908"
"Equal 5992684041036865974, 2796973944907653704"
"Equal 3284400601601401792, 233116376639014395"
"Equal -4361653758775188381, 2415243325675561577"
"Equal -2162048346241641581, 9206025533668610725"
"Equal 1840528317749559997, 6741735819639290273"
"Equal 6261242854981933702, 5953254276429631671"
"Equal 3866496468905706954, 7289275209181465665"
"Equal 4797636406488530003, 4040967161181244341"
"Equal -5540302223684705024, 6611882093349707459"
"Equal -439230911945223694, -602809710674705570"
"Equal -534823228842440187, -7449375422127886966"
"Equal 2717179921786458817, 6944153392019512902"
"Equal 4421617488034131229, 815186975222123936"
"Equal 1733047944503486285, 6015462772522444046"
"Equal 4667747633137481210, -99631282281522626"
"Equal -241704237280078209, -5811798285471511361"
"Equal 1028921888923712462, -7171399882878423082"
"Equal 1761082650917492416, 4715427189325989573"
"Equal 7818968331486269807, 22200420871214223"
"Equal 7245030871418404377, -7542244077878067262"
"Equal -6269481615337991269, 5194138364562951612"
"Equal 9161461966799457972, 6634035399254436703"
"Equal 1299395050283179779, -5943473060614112511"
"Equal 2289827421056996140, -3431735762960999818"
"Haskell lower 6591721568261423265, -2389874029928779937"
"Equal 5795939483448549220, 772748397406170038"
"Equal -7204563969992695780, -7331402340612929443"
"Equal 3082787984082503698, 6599311001031140513"
"Equal -2400145485242334051, -3986616522703727080"
"Equal 729253383758014504, 3466169287079248260"
"Equal -8998515118595163244, 5230706369297547081"
"Equal -4026063192202520013, 6455984047987478159"
"Equal -2642585868382464991, -8433766946046730224"
"Equal 4385139336692131285, 7792033864275800695"
"Equal -680992369665871261, -5420956760748053795"
"Equal 8219452513249847753, 458350432063665737"
"Equal -9205539453475049593, -2298510705622253608"
"Equal -436883305102973549, -810125788601822625"
"Equal 7503434879229058159, 1835971270725670529"
"Equal 1367110681793904511, -8449953028585386779"
"Equal -9092378063142040048, -1561612655879971649"
"Equal 474164048141856560, -8714187998161428191"
"Equal -125205101479482042, 3920308652019459697"
"Equal 5556012092993773410, 2321841862348042705"
"Equal -6615892826911172592, -8823227106299331271"
"Equal 3104121508281462603, 3534786241119943799"
"Equal -5813617943208362876, 3314486438692353410"
"Equal -4491177785311864712, -4315382521945849261"
"Equal 489121544343974616, 5190357934481309531"
"Equal -3207001787182168070, -2213258018524134301"
"Haskell lower -7801002407861074461, -8048315791032551792"
"Equal 8082443540420110693, -1407133572930194522"
"Equal -2322236146205987879, 1616683397462796599"
"Equal 6198873468585407685, -2391796508866878776"
"Equal 2440254120133144548, -7220599599023744135"
"Equal -4406262390623104578, 4346114181101093429"
"Equal 197735036564059119, -7598565455887694355"
"Equal -4520056738686535872, 3939832045900520012"
"Equal -3616299755191027822, -1200838588276790348"
"Equal -122143482349524206, -1400494508201739132"
"Equal -1971214685743270742, 942450003470036818"
"Equal 9075804623933085613, -2710940296673619582"
"Equal -6683100545269387709, 2646908852584004250"
"Equal 7091213338829541881, -6491323143206787527"
"Equal 1832138954226564817, -4030936411736473398"
"Equal 2694611800174994527, -7872185322317181085"
"Equal 6806614969359107224, -8657638929430268470"
"Equal -5148953952138271277, 3207178810503441884"
"Equal -5762809866019014968, -8895256774194748697"
"Equal 3762513503613845756, -7981166163995342501"
"Equal 1296149324130374457, -4565026251156081487"
"Equal 2852565534031654266, 7970674279552730565"
"Equal -6750117500618367965, -7417859447953659656"
"Equal -4308044260172988227, 8439781627088613063"
"Equal -3335300951959521774, 5814989409457854623"
"Equal 7495367168405277811, -7884505545925660798"
"Equal 208392091935904134, 5241633782557518075"
"Equal 8613963165380992631, -358750487999697258"
"Equal 6215468974396672424, 7820336992246845802"
"Equal 6429112151246013491, -7766900660210599342"
"Equal 9062566837071825054, 2070733574330637119"
"Equal -7805956641223155418, -7255801632585837174"
"Equal -769929775366231121, -2946044569741899600"
"Equal 1916015741481204148, -2239400431110074300"
"Equal 2448145016449283124, -8190213642065029838"
"Equal 5356367785999280941, -7965141352255820571"
"Equal 7778030967937544706, -1640089604918154265"
"Equal 3336294545463087419, -4450648118046979845"
"Equal -7781992687529661363, 4345212474900474129"
"Equal 1852067546128876285, -3087768174734778989"
"Equal 2286122964633291514, -6656108251028424243"
"Equal -388728852978377677, 1396757441098773003"
"Equal 4096884502458984473, 7217561383230208104"
"Equal 3897039793943557010, -6732344047468578215"
"Equal 1669111770686333010, -2029243282187815439"
"Equal -6258999217329014148, 5973892960960567248"
"Equal 2699787226427141639, 4608025382224327086"
"Equal 1920258062044119963, -8895653780910573463"
"Equal -3651271603193263383, -9149863768060318436"
"Equal 2501766798187214963, -4688489340190490394"
"Equal -8267281542778547081, -5380759682558994196"
"Equal -7667240176249362687, 9089629487995626487"
"Equal -6573473754337114535, -1949576474254871143"
"Equal -3054192304568174134, -7714755473312864528"
"Equal 4913538906090703203, -4579353441008889127"
"Equal 1134903416221480108, 2479686886364779468"
"Equal 4932142120061874068, 7881823712544572441"
"Equal 3299625662587313913, 920481996521883191"
"Equal 9101421757483852010, -1180304659510522568"
"Equal 5092783780143460523, -5150424883409267999"
"Equal -573242769238431772, -1563364405454981189"
"Equal -7878757557009046333, 2236039438250348368"
"Equal -7704709024301952307, -8660630905576069763"
"Equal -5395094801695610556, 2633289750098787922"
"Equal 5331787123491240645, -8563848493798152737"
"Equal -9222530798139166543, -3014000771522719398"
"Equal -2194369024178890683, -2347866958295696033"
"Equal 6491817063513607714, -6393701651620305435"
"Equal 8927116452898026124, 4963869456234091504"
"Equal 4726225631397727155, 3730214356722170269"
"Equal 6813263223999600317, 946784258306406680"
"Equal 7370787620221155479, 6552262651660012264"
"Equal -2813916953756798855, -8553342361137672439"
"Equal 34753315452371453, -6716501827271712986"
"Equal -3020115597393439133, -4315682156405434437"
"Equal -743847658284884665, -5612092549937864170"
"Equal 3570126493429306231, 1889295447785426704"
"Equal 7693166343532627105, -3073664709726096586"
"Equal -812848257465882744, -6772940206183992204"
"Equal 4174694852785555785, 1437223185840796461"
"Equal -1176286153009200979, -5850084524478667488"
"Equal -2997518215119099106, 8491630807899267405"
"Equal -2429407956732939092, -8853824851039876936"
"Equal 3647663451425672929, -4218141589548517829"
"Equal 2075005368839576681, -8326774582643686434"
"Equal -1908934076272540022, 1618623339910668102"
"Equal -6566984220369255717, 8930696035232904933"
"Equal 5897940995053609738, -8398639561981332465"
"Equal -2870844857390271497, -3445531493827070677"
"Equal -8038472469861903737, 5857821686375432826"
"Equal -2934987100597931883, -7794162377796568878"
"Equal -7993218053115836190, -7900859915497004126"
"Equal -8518702121698571486, -8913081507222502025"
"Equal 3348036075117694127, 2614699180425397600"
"Equal -3910397666905127554, -1875289849592833474"
"Equal 6083659695444673782, 2639544883708286741"
"Equal -7473928762119885203, 942744262653445889"
"Equal -8380885026132815490, -1091009845433632939"
"Equal -4012991700220386469, 806690476367611629"
"Equal -4538898993799296522, 6892896248710648128"
"Equal -8797814746130631687, 8761661641856141862"
"Haskell lower -6933340667184904130, -1442842025073610698"
"Equal -1773429667523036324, 2875236454116042857"
"Equal 6123251879649338736, -6686936726384221108"
"Equal -6086414697022281219, 6754156196202552854"
"Equal 2303353810302942065, 326338164963947474"
"Equal -2664765447798139523, 4017231030413114895"
"Equal -1351806937641068918, -8246504572214456419"
"Equal 2782867984262613308, -692955512817009107"
"Equal -8745278722102150304, -720587835177427377"
"Equal 5916913867043726141, 3926044300483926519"
"Equal 3254430781044944865, -1735074166383645437"
"Equal -6802984553557899041, 4938016690333514851"
"Equal 2941472611934772383, -8433294849168226079"
"Equal -7890450141860163171, -1432961182605005393"
"Equal 989214701398676121, -8707904011899992201"
"Equal -118254978467268587, -5930207547647993610"
"Equal -4537459929259940627, -93177628592233454"
"Equal 6766140442749849849, -5039840543347043565"
"Equal -1659624827969725343, 1902370328090465301"
"Equal 369281440746092083, -4317450178483920507"
"Equal -6221116472661839277, 4596990646332997416"
"Equal -9073655721841464493, 8694355219470580231"
"Equal 4271827473708379274, 2792907725946951362"
"Equal 594070292844225287, -3205112590747717524"
"Equal 3540827485716130128, -7797724328062715843"
"Equal 6178993826420434036, 1815618611073170825"
"Equal -6161634813015170592, -1150457787131693118"
"Equal 8793714012859247570, 5292729793486967964"
"Equal -3773131759268727835, -2810666613023157860"
"Equal -579334316348838548, 6422582387831252768"
"Equal 2393940339942475872, -4504722876686083611"
"Equal 5861116507238629622, 4763416324188705783"
"Equal -5141977851399285708, -6370574712119379873"
"Equal 9188524162887199094, -4891090885350918781"
"Equal -2608443682091651503, 4255676593363018569"
"Equal 4069775523875527982, -2593693845671936210"
"Equal 5009583133880647244, 6191709104344348230"
"Equal -2379790414737885646, 1507084247740878764"
"Equal 4031615419321962906, 7358164932661576632"
"Equal -4046681018427677411, -7994076142574403241"
"Equal -270860411846521818, 4972876131960069763"
"Equal 5219446193516891495, -8143482643367246228"
"Equal 4107329414257656620, -8811284972476294594"
"Equal 4660427457104851877, 9108367754374777585"
"Equal -4631196449261318992, 7937060018061674472"
"Equal -6383193176851127148, -8981096451602194620"
"Equal -2341031677009424457, -8315151661536416979"
"Equal -3910394211586549479, 659337368883768707"
"Equal -1716138552415306122, 3108586653674320296"
"Equal 305139956451513069, -6516038162148065557"
"Equal -1361610192942253944, 8840233580460673996"
"Equal 5874983956225867, -4860136208654214861"
"Equal -3857997068782433715, 1123869566709783767"
"Equal -6136813103781164530, 8253608180983839487"
"Equal -7502902466878676694, 8314221882613140823"
"Equal 771212950140051767, 2754353120844628924"
"Equal 4374840666575558815, 5861799154446507412"
"Equal 2547624651058999883, -8884898631831717292"
"Equal 8992628448463251066, -5353327963232739988"
"Equal 4791648946286694402, 2747022865897279724"
"Equal 8550269596375122883, -6988393077737887073"
"Haskell lower 3114885424101831414, 6543528392233263294"
"Equal 4742219081895188671, -5514695108055126967"
"Equal -3921522413257689439, 56457330775918969"
"Equal 91970780385137801, 5558039787457269410"
"Equal -6243414754260441573, -2762593460474781976"
"Equal 314678282871620436, 2005267462008557689"
"Equal 4375770877366536273, -5592257148342325330"
"Equal 1731690030085259684, 2104442867852246027"
"Equal 5252796291651584285, -1252617627059354993"
"Equal -7788279748621833002, -2416504280695140828"
"Equal -6040933315568990298, -5925775342811214998"
"Equal -8001714946351090820, -3610844500782739124"
"Equal 1031590944898255208, 5820200586057281140"
"Equal -4444886414985125085, -611092237461668992"
"Equal -6652217714859018484, 259735241140696203"
"Equal 5928325048208689542, 7017660659715964431"
"Equal 3129655916641919441, -1048502143506138380"
"Equal -4183090708941949068, 897033727236936616"
"Equal -5216931233435694145, -780741316793544148"
"Equal 4900414449819954482, -8037410615350921778"
"Equal 246184667799757228, -2384385646020741599"
"Equal 2291876903970266194, 3335328138564306868"
"Equal -3843575929034200737, -9136160397216522082"
"Equal -1261847794930236803, 7547149905215718243"
"Equal -9156423785464125728, 2338656007538454903"
"Haskell lower 3432128441148394463, -6933145572713441943"
"Equal -3231199351539368003, 4050420302425883681"
"Equal 8133231669853083319, 9195347239954178407"
"Equal 2979382376059406612, -6652829801537144945"
"Equal 2257172491476187357, 1387602432590696130"
"Equal -1825313393068724022, -160987322539852344"
"Equal -3549606990802817250, 2818089957681227255"
"Equal 7378895324913096874, 5545108662634817485"
"Equal 6831183155924578934, -7475506120335899184"
"Equal -5533073998240118483, 3462418060557949890"
"Equal 8727179143441600851, 1872066271747475504"
"Equal -8806794181846772230, 2340547253334715700"
"Equal -3920711215150344577, -2376833194776336749"
"Equal -8440406458408067446, 7824788674106284167"
"Equal 2665191824454516477, -583432604741809198"
"Equal 3015727235104135402, -4063094065102399958"
"Equal 5560451294071327543, -7826174781206190830"
"Equal -4714894332574371690, 5035220626935345376"
"Equal -8897437613399843735, 5512770008224841202"
"Equal 9213910042470727314, 4456013768775244960"
"Equal 7288830260175476112, -2780303089510943570"
"Equal 9174684966017449676, 2539569127600208995"
"Equal -5179358259014697099, -1465728510052782301"
"Equal -8401112519280777532, -8026238423624800740"
"Equal -3128939814975477833, 7860158403022541305"
"Equal -9006251560235744561, 1617721697267114660"
"Equal -6138701467396116221, 8957347503443642268"
"Equal 4505743044124162532, -6004991422249144363"
"Equal -2111561889693315904, 5927394965253942047"
"Equal 8427629312641275931, -6042761913874418746"
"Equal -3455882603351973287, 3829874136107621892"
"Equal -5982400265641729207, -5868949362801133045"
"Equal 6654220269804273390, 6910601745049432719"
"Equal 3249032822685753898, 6454656286304450144"
"Equal 900195296534885264, -5754356194152041250"
"Equal -5205048945261956073, 7313583734121845945"
"Equal 1536469772965118368, 6825590662031029297"
"Equal 3789902394231069689, -1881539046720527679"
"Equal -2784888986708955393, 2221055212702723107"
"Equal -5808257071408685444, -3002690576415685141"
"Equal 923666609529544206, -6892059780189896047"
"Equal 8912531439118582632, -2456583712533633273"
"Haskell lower -4292258619363032923, 1464554018469921115"
"Equal 4581535220914603052, 7524392251277644171"
"Equal -1052377318520152807, 1014273128822088333"
"Equal -447998604962319653, -1514344377967621407"
"Equal -4399727265071450544, -6651510600743158787"
"Equal 3044188103489442639, -6791460227530955447"
"Equal 4659828355619289995, -5217480924785638512"
"Equal 637316860870948444, 7650072105309031022"
"Equal 4889371542340935863, -7948785378135586948"
"Equal -180963320934125374, -6841170671310984860"
"Equal -5522502637038539358, 3461183603016204537"
"Equal -6753367581136938653, -5792648565890849014"
"Equal -1849086127801989189, -5138089730743320823"
"Equal -7418624492066157423, 1707252764858904277"
"Equal 8001530700309795679, 6246637704155613579"
"Equal -1709019120479046593, -5859774137497488825"
"Equal -4206306070504644217, 729901517947782426"
"Haskell lower 3047181409772563616, -1848607388546982708"
"Equal -2625563538498402398, -8274018543336317020"
"Equal 4806885854615926214, 8882620492645624726"
"Equal -4537544727316884817, 2552735232269054823"
"Equal 6161788365367181562, -3583772005975958607"
"Equal 2553382916813475495, 6736118286637770211"
"Equal -8087423280777539354, 351396873942348970"
"Equal -6355428249526162007, 354134965512644043"
"Equal -6421499978190973245, 8385259998375599846"
"Equal -1185158287333863097, 3284680903172726886"
"Equal 2552516390510129467, -5345053072134853236"
"Equal -3877859240715785692, 245025207813337986"
"Equal 3323993579219245251, -8451890056838042568"
"Equal -1979699868642892420, -8762729699156286089"
"Equal 7611221521630397062, -5980031505020882000"
"Equal -4220274293143840868, -2567932199491015833"
"Equal -8879199236959961479, 271441248449951820"
"Equal 364621735035412138, 5826671433032149629"
"Equal -8592800784856808515, 6976536049870625617"
"Equal -2985367281665854197, -2769164902077043693"
"Equal 4300467889824044063, 342181692488603666"
"Equal -7059001506451715356, 3273628757289865373"
"Equal -3681069482484637192, -3686482208647454354"
"Equal 3792390007111931804, 4783876150752425297"
"Equal -7229684509196777276, 4009710718796669223"
"Equal 4701697963557382420, -9201291148046988149"
"Equal 6928653162360563035, 5135231515377313759"
"Equal 2927516806578021388, -7874375398924854803"
"Equal 4533286217657370178, -3760243537737176010"
"Equal 5615661530976080562, 3001886350004112798"
"Equal -8251771497923062040, -901722790702345613"
"Equal 3483214496346915258, 7523352853187322983"
"Equal 8952667703252364378, -3326298308253640873"
"Equal 6294322641115103547, -5286554656793615253"
"Equal -5085042225434264873, -7227279515505674473"
"Equal -4987555238195394226, 1951873657262448693"
"Equal -3399401793148849988, 7847022271589792339"
"Equal -6038245243654724606, 5988453291962596305"
"Equal 4959070054732386475, -2986346791011591921"
"Equal -3487016164218829404, 5266483902560765835"
"Equal -7933292825718154159, 7474583806394700493"
"Equal 7882427126915849843, 6911275941565292960"
"Equal -4358411482664393903, -2866239386751665474"
"Equal -4379107134197403345, -5589775055662621046"
"Equal -2021235793553826241, 3723217774100348567"
"Equal -2605135588770137677, -2077071373974036490"
"Equal -4244104982691141587, -6953332096132309678"
"Equal 2410919880665910952, -6139237975319054898"
"Equal -1453306643931886997, 2304998920075032141"
"Equal 3003953359441813186, -7498814827208145233"
"Equal -1692256317593172074, 5193526538186715232"
"Equal 6059058104339484038, -3928975133706155993"
"Equal -7421988655424349697, -8290234791702634131"
"Equal 3779323645788122333, 7303048138257941646"
"Equal 1158128083305832264, 5621955577226617026"
"Equal -8939121159177702820, -8145173658596183228"
"Equal 693653327299035341, 3729936390555851196"
"Equal -4851677717008124669, 6301689594492495589"
"Equal 60336955842413737, 7317116294844355318"
"Equal -7367095621849592264, -3412626805124657734"
"Equal -1625160546870538394, 5402994779669063905"
"Equal 462777335083008270, 563192867145458295"
"Equal -4681057352624553080, -252596753354059764"
"Equal 4548419204339665944, -2805838823343487381"
"Equal -1125320734217004613, 5188385731961443842"
"Equal -1997041613877021054, -9101231864196259042"
"Equal -7747071913668327248, -559312678776704270"
"Equal -765957713598289474, -1206247978722489065"
"Equal 6726817941209907166, -2276113530568970704"
"Equal -3243279463359268476, 2905634174496383096"
"Equal -3933220283139276620, 4640805720307116357"
"Equal -4469382578273994912, -3649115013391334277"
"Equal 8937916910740159262, -4048427005297651714"
"Equal -4361934549634733799, -1747755762550139390"
"Equal 921488666303401424, 1225372345169216628"
"Equal -4179866520628316209, 2015757352096700411"
"Equal 4024247252517631763, 2830050343227901909"
"Equal -534700087124593384, 3365834485594498177"
"Equal 8931377733966071723, -5257728187144927257"
"Equal -7687221132794407771, 6944125800929838208"
"Equal 2697268996891113419, -7550077869566714155"
"Equal -5304064252632297296, 3238719720950304880"
"Equal 2691848937149161862, -6238140634954049666"
"Equal -8668313871582305650, 554978239221041561"
"Equal -5331942697027047855, 2357320667173442270"
"Equal -4148807483394319893, -8106584839984040997"
"Equal -5007392028996252194, -6315862599115981257"
"Equal 5589481866790685528, -2075574843253806505"
"Equal -289825316571642565, 5719120777469320680"
"Haskell lower -8070808437667275584, -8273866373357765687"
"Equal -1605505953789379263, -2462317984511799634"
"Equal -1118473544604737678, 7500241594594186276"
"Equal 7524787467712712997, 797885992250728452"
"Equal -638152220372845731, -8305092478553406078"
"Equal 4476787264466805168, -5948892475923308115"
"Equal -7835903913343029491, -5042883457329679756"
"Equal -1598171354669464073, 2580905509124462898"
"Equal -8447621679183321774, -5892609376396828066"
"Equal 2600833776253870718, -4224013134804818212"
"Equal 3229180058082666693, -5710207784853834055"
"Equal 7911889533390294743, -3819138078273147209"
"Equal -3028466613481773344, 8750816145814072752"
"Equal -1974242969414447977, -8243634707040048054"
"Equal -717022172741059036, -7973650596101992739"
"Equal -782410612272229357, 6899834311577034537"
"Equal -2386006767136784903, -1906143379142514061"
"Equal -7277575899380833763, -2595417246384520672"
"Equal -4502170956823299985, -1404182581877861733"
"Equal -6869873357071804485, -2603997702260933528"
"Equal 7346736666790805653, 3052403760855936486"
"Equal -626537951497748426, -1999792472805042512"
"Equal -3401781076285708775, -4879156745063816328"
"Equal -5163758136632885178, 8222899106493104102"
"Equal 6710614155065017756, -8900929313312409467"
"Equal -1017500061361516784, -5083973168455742227"
"Equal 6062677114078157742, -6044036566107600704"
"Equal 7041221272033391412, -3410585834274858798"
"Equal -4830424947718366252, 5921391472058992637"
"Equal -6614361555920032887, -7631758323357342392"
"Equal -6965356630905289432, -1704529142558373786"
"Equal -5723437095546964966, 9114692797991728574"
"Equal 1704893633443829344, 4365334492194761137"
"Equal 6651216204051044974, -2214494673766971221"
"Equal -4360500540906820853, 8368001150675812323"
"Equal 13463962689821781, 6535314455458794475"
"Equal -3226975573656348705, 6060218654383803851"
"Equal 2534434349451450753, -1040134336466878245"
"Equal 6793464043699907220, 4008357816388774370"
"Equal 1979614162381946937, 5704640623668288726"
"Equal 1799136392908509474, 6514977571006919070"
"Equal -2238002776636623594, 5653952352823452630"
"Equal -3816416285177395574, 9064019381539790499"
"Equal 628677316444369886, -4066372160801555716"
"Equal 2118293616461615026, -8272214093095807968"
"Equal 2064886507756176178, -7533249252520181514"
"Equal 7209782201662174420, -1080715489212583398"
"Haskell lower 1254621541240796433, 484003503885303072"
"Equal -3247597389921110042, 8848428755477115730"
"Equal -7706693856014327310, 2559243888816967424"
"Equal 125206390088859545, -6439136100126823919"
"Equal -105262441767040673, -3343768958758662796"
"Equal -8389307654212465419, 9154021412620325593"
"Equal 3587435437122879318, -6989463622960370778"
"Equal 1269117284390890769, 456037123760572803"
"Equal 8787479799935048656, -6800928639643711220"
"Equal 1461318163705302472, -7155664968300285178"
"Equal 1626589903923160207, 5550965674044747399"
"Equal 2338895267601071392, -8361245371718276414"
"Equal -4741001030405880509, 658763729831972750"
"Equal -3135343409395867504, -2137872314997543337"
"Equal -429427947648059917, -4403784224242788821"
"Equal -6522008594136378277, 7762976352046902327"
"Equal -3388532308124987810, -9178939294207828272"
"Equal 4650317744298944378, 5074649379748094673"
"Equal 5197567616868153689, 1610702440007590454"
"Equal 2938976652684848849, -318341031071230685"
"Equal 3549957111438861800, 3241726500759275478"
"Equal 833884804949875317, 5984701585170491751"
"Haskell lower -1433727759368250388, -3415468903788070023"
"Equal -3844212522172457067, -8789452002248976079"
"Equal -2003562148138620151, -6045450841465816095"
"Equal 8561835237610914834, -974287006410527913"
"Equal -2790765237305065366, -5600654255723027153"
"Equal -9023123185131750121, -5763433170010937661"
"Equal 4950167066153797512, 1732292698423553952"
"Equal 3326491276492634952, 6571927192228764426"
"Equal 3888286489375108909, 905558127635204327"
"Equal -282219248861288564, -5122703422600374444"
"Equal 7659526275222185324, 9048747455537145031"
"Equal -5940154484052070391, 6422100730699421315"
