"distribution: [0,3,3,2,2,2,1,1,1,0,0,0]"
"words: 50"
"errors: 60"
"haskell demerits lower: 60"
"seeds: "
"Equal -3478648829764762645, 3814550273323748965"
"Equal 2647304687511211731, -8843621445294684968"
"Equal 8588916125828140903, -3946752100604647199"
"Equal 8627158022465609167, 3567778166465525354"
"Equal 5792909728018903615, 7177582543079498652"
"Equal 8007794970797093068, -2027330261463965423"
"Equal -4259716780294936600, 2789146687221949539"
"Equal 411434128057441024, 209404086009973266"
"Equal 2829164044598555625, 7934519353911324198"
"Equal 1503701431811578364, -4325430724755051066"
"Equal -7032869367938214170, -8792693631733580438"
"Equal -8331131552991102936, -973447681154591464"
"Equal -9202329046700355593, -3306813698974050347"
"Equal 1990542688602188037, 4650168317511350588"
"Equal -4098416970963693702, -2936256992845238866"
"Equal -2497025966039337246, 5346899568317102913"
"Equal -1144687229023090488, 8309135681950430803"
"Equal 3958531624159172260, -6165475620247751194"
"Equal -1146096844811425274, 4558708390810727694"
"Equal 6750612745925984266, 5702770652669950390"
"Equal -1588821885482931475, -3076137247476742008"
"Equal -5743395200274806812, 4179804909574215017"
"Equal -2765349706252012189, 6654761985085188968"
"Equal 4626412554836232046, 1521158535990832750"
"Equal -5975816107391369612, -1317415051561054493"
"Equal -1030893218337341665, 8230828861157224700"
"Equal 4810637170509215564, -7201995388383471871"
"Equal -4386731341904935560, -8988649681169359701"
"Equal -6853553692914797943, 4458712776934809018"
"Equal 432344000027891590, 6012320174954229379"
"Equal 2695780701744691442, -9193896308540815231"
"Equal -3730986865079960250, -7321651251716275719"
"Equal -1349439774493604559, 1951658367260334996"
"Equal 1335058472366475545, -947697199613450123"
"Equal -2166255587162329093, 7612813995245537672"
"Equal 1613761018980786339, 975786529032842752"
"Equal 1352576047876586229, -2216500468696090062"
"Equal 3318389815642658065, -3699478785481736899"
"Equal -5977958592182426212, -1025466810434766527"
"Equal -6770867050938869650, -7790614794184691253"
"Equal 4086978319370701069, 2923645134140076162"
"Equal -8587246576923400596, 7648828016718557601"
"Equal 3818611232784744340, -7355708357306440798"
"Equal 7002698312197163810, 8026506323226383136"
"Equal 8473041711195294838, 2917441483656656363"
"Equal 2981681328062311043, 8072048573073556331"
"Equal -3293057736749421810, 956039323598291104"
"Equal 8152694107285076456, 1456048516400213976"
"Equal -4401607074123710796, 7315111016540837394"
"Equal 2230126451633555423, -3813097628187408678"
"Equal 322804251798017047, -5962015138923481894"
"Equal -5959856915022005829, 26668894936936542"
"Equal 8497554532994301157, 438147361675421546"
"Equal -6435353305918014375, -7942560573235443240"
"Equal -7357207959237695072, -922635578804830963"
"Equal 7654465534415427411, -6451239573786861287"
"Equal 6047285278469878670, -6948003457490001993"
"Equal -5328817753590772622, -8214577333109361181"
"Equal 272324642268151071, -3050220789694432897"
"Equal -3498683292811339537, 3213371195718462254"
"Equal 3197338649081546396, -4889594749636369301"
"Equal 8353747402296294145, 5927988280847979594"
"Equal 8904808248379210009, 6135257097107594008"
"Equal -3994043838999319595, 4953644635078878340"
"Equal -3790073433299441831, -8838263618645185496"
"Equal -636894856388042212, -3023881134410950949"
"Equal 7313173143947063636, -6482480114748778132"
"Equal -1688050451200429163, 961394978771028626"
"Equal -72998224427109298, -4565835101145123874"
"Equal 3326269396387408872, -4517321360926388810"
"Equal 117600171671765226, 7974758649955263032"
"Equal -7740947133929632993, 5247552769175884817"
"Equal 2408799898679414638, -1064537743094676582"
"Equal -836717381970022631, -5367723938063012903"
"Equal -6383998062220053562, 6868107766631200933"
"Equal -8539530055120672228, 1215173803426141809"
"Equal -5331956902216682168, 1129866466401125863"
"Equal -296542733250741683, -1779553274839662205"
"Equal -8232802928784613810, -4717536077101873705"
"Equal -6151833995678763677, -7730170898184757553"
"Equal 3165700557184965703, 1901043063291893177"
"Equal -5929156798511228908, -6594293481186929577"
"Equal -7540680330400718376, -9125166209373984275"
"Equal -6101212645674558762, -4920001287824603540"
"Equal -4086685004183344518, 198999309943136901"
"Equal -7371712500155238901, -7857630148944691061"
"Equal 4874007359426888513, -730587983847995441"
"Equal -3520985612581416417, 1263114390825767158"
"Equal -4750505180068739132, 3922156918664171329"
"Equal 6271893238107547572, -1819151857380981168"
"Equal -6060230489638769537, 4705691697457272340"
"Equal 7447485006732710753, -7263598119870268858"
"Equal 2293904995349781092, -47928232429487220"
"Equal -9046944867130172392, 6617108853136774968"
"Equal 1019050332514425372, 7129483682120829615"
"Equal 2391444090512972308, -5842814857423629699"
"Equal 8196464309082175302, -8675066231546176991"
"Equal -6616268624512926040, -6695505242904771616"
"Equal 3130895189919506057, 4488195478126276079"
"Equal -8086313888095410957, 1349689208365825247"
"Equal 6802118433493308066, 2401745416950798838"
"Equal -6965363176588895005, -74453626820390279"
"Equal 5490053808468753413, 1075379136232904633"
"Equal 1431052117421993785, -6510192601793323113"
"Equal -1937440571546010575, -5332971917060450841"
"Equal -2296903040143341765, 7462138250167255559"
"Equal 2441462660341568786, 2047765237258411367"
"Equal -7552704087974889570, 7393913453783670139"
"Equal 725329174909758206, -7769942819445446513"
"Equal 8361695352151567108, -7506422933449396804"
"Equal -6666601752412803935, 6756436583543187579"
"Equal 3632551399106579642, 7611160831022750844"
"Equal 7570557959840050366, -3010404052665482907"
"Equal -6337040703015616397, 6585066924835521295"
"Equal 2595232064858551668, -6553892651409586756"
"Equal -1427148760865767505, -3367772263123555220"
"Equal -1095824656730798991, -898870412424569420"
"Equal 7725418629758620500, 8992936005555052441"
"Equal -1617585549091115656, -8191036021060636241"
"Equal 6314442998772765493, -2008453943287253501"
"Equal -1225075422692911048, -4458711110423705383"
"Equal -7733110788345502098, 8877641250403320521"
"Equal -6565622697083670867, -7951853167716487375"
"Equal -4898269883852418357, -3012137968887094824"
"Equal -4969434388261635496, 7316717915781749318"
"Equal -3517854369624205532, -7508140322905044476"
"Equal 669369997514483697, -6549351190542638808"
"Equal -1653309273633143022, 4898310036817539833"
"Equal -2808327383224368254, -7876206943774904571"
"Equal -7857157797560213588, -902440098349912585"
"Equal -8469360880889255834, -187399646509695505"
"Equal -567656459339095606, -7740297538581163576"
"Equal -5608406339498423785, -5339064433069427944"
"Equal 6036915365976138087, 3232909368040129411"
"Equal -5116641464959026072, -4735484413252159776"
"Equal -7990328510942204236, -4939714938202754568"
"Equal 2933249677318198593, -2263279131923786954"
"Equal -1028569602784039592, -1781175651793848571"
"Equal -8361048074738080665, -2169903215559869664"
"Equal 723529287441950973, 5571098395908696599"
"Equal -2067248000959842318, 4099647355919725367"
"Equal -6585516863465793538, -1732005360227194514"
"Equal -6990025845260236205, 2018700711789183460"
"Equal 2573438350354150037, 3347939299918342952"
"Equal 1428005434978415803, -6480459926711608352"
"Equal -258322242020439918, 4978924638167754763"
"Equal -5628680138193151375, -6519001826205564771"
"Equal -7016504328544928776, 7888771110771213218"
"Equal -2658571533609258332, -511926230195435870"
"Equal 8096466955227416481, -2601504382804627505"
"Equal 1639720838451086698, -9140156264877968039"
"Equal 2612976359386251029, -8910167005683600910"
"Equal -42385349666022446, 1242551448381491452"
"Equal 6835098716382815650, 187602037667615027"
"Equal -4715743114069298176, -3907389453419062146"
"Equal -6000269345649671296, -1210964401778717778"
"Equal 2348686275786615071, 375848309472276821"
"Equal 1479809237149884701, 2862807617267904123"
"Equal -2888184352777675648, 5319221758640922937"
"Equal 5912506915566799538, 4203680989479624751"
"Equal -3456951034177758649, -5716997335282209770"
"Equal 4507240037515273111, 6882180824686497422"
"Equal 3677823345921165704, -2432249127182016502"
"Equal 553926475931493987, -604623038491844691"
"Equal -2758254709421781860, -1922985116842149326"
"Equal 8827961883500849689, -1540568933905604667"
"Equal 7703441705188559643, 5434896923335540491"
"Equal -918065311821879784, -9128805066297780874"
"Equal -7702922368607219606, -2472695195641006000"
"Equal 831013907443719837, -8223898311279364262"
"Equal -1521164254498001806, 6982698417406944217"
"Equal -2287201094723774900, 5989216513839526730"
"Equal -1124526941965995486, -5366722263827780894"
"Equal -906110603591094145, -7953754018798106209"
"Equal 5056649244659408282, -9043943611203552074"
"Equal -4407230727018512160, 7332332714887592119"
"Equal -8454036606714711296, 5469799112947093162"
"Equal 3093194501663600442, -2514583572329920353"
"Equal 5903282837052277013, 6419536000793683596"
"Equal -6130768017050186728, -1368024169641806824"
"Equal 4698952214618269419, -3707399718108710228"
"Equal 1566955375303514395, -4522369978569813500"
"Equal -8405342117729514279, -4906661320767241270"
"Equal -7326234828277598681, -6071312048471863539"
"Equal 8065304573783807311, -4627776560804252497"
"Equal -7261694776474876947, -1325294886711851316"
"Equal 4538586278833015599, 435493630301812310"
"Equal -8937187341812655543, 135185989282572055"
"Equal -1817390239707496432, -7836329348736583837"
"Equal -8730023717364161000, -4537754930685920988"
"Equal 1727560313467207642, -3134747391130984110"
"Equal 6424901434334135706, -5942667519771464518"
"Equal 2368185827765606572, -4615179198586841523"
"Equal -2961561740893033014, 1077870808524767921"
"Equal 7561244850766832937, -3375001918075745552"
"Equal -1142954703147628652, 5501784735827651883"
"Equal 4967446046544148813, -228661563471264453"
"Equal -4020418699671570404, 8428722015177939243"
"Equal 1021210535059161273, -7987325902043859299"
"Equal -131144001998938198, -1435377472223150897"
"Equal -5246536364436179042, 2856177258812801070"
"Equal -4934902494702081811, 4256265798643362769"
"Equal 3833355156498658430, 8438810870568423526"
"Equal -7421187762014361255, -3003589105739407683"
"Equal 6412714054252908572, -5540717873906056998"
"Equal 2691232172656772964, 8889750583666636091"
"Equal -9174744691255643961, 2077738907579652916"
"Equal 7678751531742459924, -643003246848460969"
"Equal 6353145770791527481, -4677733526116804344"
"Equal 4483046105423421706, 1712774529717661281"
"Equal 6197680416186440160, 616626037622373125"
"Equal 4129954907661739815, 3136214008352099514"
"Haskell lower -3487153161127864158, 8485040103895765108"
"Equal -7402916550938554039, 3859469851121642972"
"Equal -8007581385941679821, 2241696480998576113"
"Equal 6771826474886146188, 8493883655131721298"
"Equal 1219184578532082847, -590430398117206426"
"Equal -5813601376227955847, 8584090737446107038"
"Equal -6188177727300179530, -687703668495419250"
"Equal -541245317071015872, -6468549719140265211"
"Equal -8835107097786374968, -3955289344716974113"
"Equal 7054815381759295252, -349055968374810671"
"Equal -6254707533276207815, -4302702541969062184"
"Equal 5052603386100301825, -2226850565430649045"
"Equal -7219925182553224624, -824608110734268572"
"Equal 4575321861394744681, -3125144762932779437"
"Equal 5391821982226089553, 6508969710967177647"
"Equal 8285968100785908847, 6604930998692001356"
"Equal -6568128268555829147, -7449594851411530738"
"Equal -7386359559034249790, 2099509226682145105"
"Equal 4991193523172789794, 8860855733378860735"
"Equal -1897412140689811678, 135975302981046278"
"Equal 7013818845108486223, 2492811675588337902"
"Equal 6453560629533824294, 2623925648090080077"
"Equal -5909863698841920203, 4147235095876238323"
"Equal 5188631823502091432, 7894795214423966466"
"Equal 8410718159262435017, -3935093884944649929"
"Equal 8956702120141220417, -1635426370335668819"
"Equal -5766542838177482512, -2652541373173508043"
"Equal -5432417028102153316, -9097836898258083953"
"Equal 375572545094452738, 3467340821010622885"
"Equal 2615531925721585122, 7096346882370993925"
"Equal -5656671083669435741, 8588849945927526554"
"Equal 6326798440185812814, -6365848332563724980"
"Equal 457552161713219652, 6532829844897632433"
"Equal 1908508051421831770, 1883232065290714744"
"Equal 1586119408786910070, 8386894105865853155"
"Equal 1171194636875659403, -5455098320552258555"
"Equal 3937013963316794249, -5612640865093042711"
"Equal 3554089048902467872, 4121123657507602780"
"Equal 7710531895490984710, -1331343632797988082"
"Equal 5441645764829821169, 8768294797823088203"
"Equal 7195442512530038709, -91844721278604736"
"Equal 5819478465302740512, -4183117285074045659"
"Equal 5038048580969374183, 7968837693048658740"
"Equal -1924140620742661769, 349281927937498372"
"Equal -2562517073765730029, 6892308244581597822"
"Equal -2047266495267212961, 2905608740712714317"
"Equal 4371418341745572929, 5700908939515727428"
"Equal -3431261029287741701, 7151652991394995632"
"Equal -8472918201276006097, -1454360708372703915"
"Equal -479976109499876830, 5328659067457029223"
"Equal 4313035838285714478, -5739113784628115157"
"Equal 3251931379798182595, -7241938149845294036"
"Equal 1935465554705896197, -5776282032922650118"
"Equal 1668310272403539926, 3543752863265534537"
"Equal 8444384782204884892, 1723599015515840264"
"Equal -1060348005532487667, -8455722251913104170"
"Haskell lower 5700882056787553450, 1804273955849271950"
"Equal 6677001487657991237, -9018526713918036545"
"Equal -4357392528952653501, 8004959134388778799"
"Equal 1701969995677170089, -8061293317155360581"
"Equal -615743272633727288, 6287856101298302073"
"Equal -313497869504421427, 3082660525564068108"
"Equal -3412921928474709316, -293206323551721941"
"Equal -6139363140884287963, 1656360638141388343"
"Equal 8358410654239119463, 5322719290044794330"
"Equal 5832512523026320568, 5061766659760254947"
"Equal 6998627914059264303, -2593295001354162968"
"Equal 5705610665188590212, 6886069310061295780"
"Equal -8648517960614194969, -3834771489113996007"
"Equal 6004327727374463795, -4744039491214454925"
"Equal 1502366130661854201, 7412647350495951486"
"Equal 9109079559780605167, 3025397173856312894"
"Equal 8612420455676400897, 166907055471601884"
"Equal 2304026257954962376, 8413858902622005008"
"Equal 7538559333859898900, 4635881414434008548"
"Equal -1669441130671229851, -8424265078594221525"
"Equal 2521676450474362660, 8128994724370458629"
"Equal 5801026070725840921, -382052560561580793"
"Equal -5835834385823620625, 2034460699115271442"
"Equal -2547820146790463791, -8766151952719743624"
"Equal 8119040958591873790, 5838164700195895038"
"Equal -313482511749781867, -2705538307678292227"
"Equal -961193327650538976, -3969544799897088393"
"Equal 507618345426571048, -8938870184942943249"
"Equal 6675209447800350659, -5850965869046639662"
"Equal -1294522646471237804, -4362367228275980549"
"Equal -6181545848301633139, -798957971045681988"
"Equal -4346332890939943011, 2309842808957677481"
"Equal -8457171142864907519, 6482822097767353738"
"Equal 8920248331043945423, 2658238821661571754"
"Haskell lower 956367839858019024, 3753631121094938892"
"Equal -6809008236336657828, -1358423041639699379"
"Equal -9103476864745882270, -3631442840018351313"
"Equal 8614245377786080785, -6803631231875268754"
"Equal 7072121650078090960, -4211713106066237004"
"Equal -8840736013482048795, 1377803418102452800"
"Equal -4573400579928432676, 399930372020176519"
"Equal -3434006901217660581, -3694444200028430195"
"Equal -4867251237173448663, -3121280009611513363"
"Equal -5923002784531170440, 4568264278172562259"
"Equal -230305191096693321, -8831383802071712150"
"Equal 7126084342050543755, -4347998328086587141"
"Equal -3861178362092451644, 8914384430863206972"
"Equal -1412412516386670054, -1153699345345969054"
"Equal 4413760610366879627, -1296583625334960208"
"Equal -6319547113223498319, 3039075710752807133"
"Equal -4317300350183114956, 6189531662856519138"
"Equal 19078806319077062, 1093187842473342442"
"Equal -1469173709172065411, -5415618273842976452"
"Equal -2118839454667498954, 435638430686608493"
"Equal 6553100288283785803, 8849688116280825951"
"Equal -1959005047761985152, 7065592836261209884"
"Equal -3261242037132211941, 5853704215450135962"
"Equal -5284210079413259798, 3873014386371565392"
"Equal 1158295653089219910, -1459126337607321986"
"Equal 5634150639429508484, -6277681220007400654"
"Equal 6386823249013650844, -2813897624729750838"
"Equal 7819023524799365845, 1933115198799311591"
"Equal -3597269182423440255, 4181104776679454718"
"Equal -3788466647842867669, -6530599576161558501"
"Equal -3965269929946392283, -3271840606806030784"
"Equal -7924559467206626060, -6611527342087420631"
"Equal 4310276025364660216, -6644461856875997919"
"Equal -574718878938715005, -6603802849232751391"
"Equal 1361947572719555403, 7194355485349834751"
"Equal 774383624886198998, 3839539660582577888"
"Equal -912093068924301976, -1274077377557258230"
"Equal -7511638310405165612, -364386063706809888"
"Equal -7052592390038087282, 6429513672975556935"
"Equal -414506079558487580, 513324738124845983"
"Equal -7024221291221338885, -5208413582975448376"
"Equal -3659278737878795906, 1021196469640910075"
"Equal 12500645236725767, -6551844031092590406"
"Equal 8008483061163732621, -5522731150536829662"
"Equal 5212819281852545546, 7884433187502390918"
"Equal 6096380764261757195, 1649574584883133295"
"Equal 3790587861855237980, -6185309024304949208"
"Equal 7042428366930942552, -6826243039361928479"
"Equal -575669732397634234, 4785822693546392988"
"Equal -7968680612934657107, -6066977501036371652"
"Equal 2634513743689161685, 1135005961927637718"
"Equal -3554706039394210181, 1508651498215200180"
"Equal 5224703233809900515, -4711858093876494821"
"Equal 1287177976945062466, 4036028143851534272"
"Equal 5996547627451380001, -8567268532383430016"
"Equal -3671131403523262407, -5537015070550380811"
"Equal -7985405146249208817, 604519851467312366"
"Equal 5323552828980548984, -419463900643709698"
"Haskell lower -146482421581836242, -7108494425157363766"
"Equal 8832471510333405298, -8355461240807923857"
"Equal 7871793045475114239, -8240055814109422318"
"Equal -9198655197156514335, -5324811517994617968"
"Equal 4813216710530822665, -8640277103998026362"
"Equal -5794429133384911996, 2486741626721355056"
"Equal 2331764544483728204, -5709738701190668148"
"Equal -3250694222045939717, -6875156088445739184"
"Equal -1016973237129863182, 5146160064915146262"
"Equal 6807646712308877699, -3506452912230962364"
"Equal 2951164090175722855, 4737009175673386508"
"Haskell lower -5927371882802408231, -4395632411632830911"
"Equal -3377779051123711589, 1478687781953647468"
"Equal 2482388489847410049, -5295154532998356951"
"Equal -6293009688890258942, -5024653780432062008"
"Equal -7709018506504752867, -4429578560430517559"
"Equal 676187949460863491, 4222795393160213253"
"Equal 5019355307425682049, -6872290185025296824"
"Equal 1081039125153488352, -2415541063458849323"
"Equal 8358299185461304165, -8377443761042286974"
"Equal -4300204446042941905, -2016914381048027264"
"Equal 7595754522007599045, -4661330299349562041"
"Equal 556883287473598977, -3150264519073695152"
"Equal -8499850657950190388, 7473151721810197316"
"Equal -4391929840573874182, 7637139493414432813"
"Equal 3992398728304970868, 7741611004264220409"
"Equal -4954655277529035488, 2164653021113720244"
"Equal -318688912319682056, 3752144184653543287"
"Equal -3132216232391343303, 4624104554965687945"
"Equal -8218542460177746661, -8415553142153133930"
"Equal 3658593390426785435, 2045172530183247043"
"Equal 1149561784120527257, -2512542642204963014"
"Equal -4239479533715813072, -4657894633665487131"
"Equal 1738215438216169027, -872569241240998498"
"Equal -5013575221344438266, -4026372902253659904"
"Equal -6255149688044646778, 1022942809416910952"
"Equal 505146751712981759, -2434586722196801637"
"Equal 4087096906665085103, 8931038412104360717"
"Equal 6785261378844041528, -6268127515252018907"
"Equal 1931197239390516061, 8069085287009188877"
"Equal -6243575651199293131, 4305352023523854522"
"Equal -8448708906788823441, -5891475168007446448"
"Equal -6264845257055234993, 1313569709254850747"
"Equal 1166658996257050937, -4462456958438638703"
"Equal -7502429213544265572, 2991517926163286745"
"Equal -3325399098800890380, 7379299143952278981"
"Equal -1281742036619442229, 943126969457098146"
"Equal 5109065119250452258, 303036444428300694"
"Equal 2076706186183366317, 4901249247922186203"
"Equal 5615795262936336119, -5847207559076499601"
"Equal -6498105913791052008, 5746061653903752447"
"Equal 8819793460849138850, 3636364008647174620"
"Equal -504315918589464219, 4018877001329293543"
"Equal 3643291624263578247, -8368854600359956174"
"Equal -3525416030809216677, 6052768563775740707"
"Equal 8553336145927444160, -7136463159671924903"
"Equal 98652205091617539, -8138553528446013608"
"Equal 6130008639601739332, -3447290038284213401"
"Equal -3787515849849169364, -1757256024142573436"
"Equal 6712084230885589322, 1235870408312561459"
"Equal -5074749232846073662, 5704951135590572826"
"Equal -1925550074330617752, -6910234349475487343"
"Equal 7673422511739861606, 7960385193311917507"
"Equal -7484897580503489310, -644377307199764390"
"Equal -5799958173293635347, 1562251332697022661"
"Equal 8986451590417128376, -6485932172907066226"
"Equal -1184280324119855822, -1550557034640719807"
"Equal 3456353087537655919, -4902273384559178595"
"Equal 4217579848885436552, 4926846402690270092"
"Equal 3864359616494661646, 6086393795530820194"
"Equal -3257108387352120842, -8017037472657194456"
"Equal 7050732517522513264, 8433089810292306448"
"Equal -6622835289972273888, -4676363247401786818"
"Equal 1672601525484208696, -3054830467006193584"
"Equal 5929099327988425401, 268861606974010881"
"Equal -3397164450483436723, -16343477192213645"
"Equal -8848269031077874882, 1375289255902248418"
"Equal 6267035098623045529, -2933989630616824441"
"Equal -1622420533272777394, -7867729047692061289"
"Equal 5916053892304755481, 6224238783288346530"
"Equal 6931398874924710105, 3065511153887335888"
"Equal 3542497412646781873, -4903959835773196078"
"Equal 7707009973436030743, 3438046690113001359"
"Equal 2330546697643452727, -2242558687980933706"
"Equal 422903385793044465, 672830843471720590"
"Equal 825118947110939181, -516985585568613056"
"Equal 7471521861361452254, -8046730421352646072"
"Equal 5669589145312048020, -1277873986041410167"
"Equal -245936007601628244, 3641019536064450829"
"Equal 1008885902743558818, 3282269436139484337"
"Equal -2215943344687211981, -4437868836801038837"
"Equal 4419151348218432004, 4901795941263110535"
"Equal -3029691333488755092, -5354692230715429870"
"Equal -4394842390711372761, -9197456336466710999"
"Equal -336447656616681993, 8346917702412767161"
"Equal 2236376406366673756, 7431061966231026564"
"Equal 6634749351511548629, 6043803527287009277"
"Equal -5362666159227983212, -415554844865981413"
"Equal 7995910229526845907, -8060394259552599918"
"Equal 2789658820202048436, -1626533384741364191"
"Equal 4290462478229361516, 3376883321036041880"
"Equal 1513798264028046220, 2249820656878441530"
"Equal 2040872457657839744, 7911469883804897490"
"Equal 1447694361201180713, 7635743208970532209"
"Equal -3047767227037586859, -4994134141784493574"
"Equal -5973988037926848873, -55321893700037314"
"Equal -3801125452311758983, 3437226636419891167"
"Equal -5209690826208790992, 4030973289575265860"
"Equal 5604028288309765504, -3467710164307743260"
"Equal 3845555817768900574, 371465695602823661"
"Equal 8574528591467306199, 8163600140510348451"
"Equal -713657404491548616, 7087697072882990591"
"Equal 3198972828511218991, -6978136606699354583"
"Equal -6533016038734885706, -8154096841872369196"
"Equal 6509362622523782917, -5432405599394395843"
"Equal -4129087386054804509, -3803577447716762218"
"Equal 9210429166635024879, -313468635011347779"
"Equal -918182232932302569, -3811586953806841401"
"Equal -8922273949109831088, 2059042615007735536"
"Equal -1375449077180969152, -211058712093474640"
"Equal -1734622271211631769, 5406656990282443884"
"Equal -6204749404237045701, -3433561864034649252"
"Equal -2423877475488493918, -8460998938741383957"
"Equal 6465214491390041093, 5310571473632540010"
"Equal -4763220437252273436, -4073683699407846462"
"Equal -5037484340672302170, -1131444460623162128"
"Equal -4639864711010754429, -4963630692079965567"
"Equal 2512843587569482436, 4417056019288739526"
"Equal -6293850029848751926, -6638782365525039089"
"Equal 8803874087462272558, -711200334140147483"
"Haskell lower 2650199048591295684, -327039688921799163"
"Equal 2638439954626950536, -823435510747941412"
"Equal 3633129657711270693, -9035652083568758991"
"Equal -4830565155051596631, 187113630447473465"
"Equal 2438200372566722369, 7716420878133401941"
"Equal 6283437198685833451, -2858610427625569112"
"Equal -1485340841532839285, 3142912199731654542"
"Equal 1480827492048842980, 3595409210094035722"
"Equal 4821699718616970891, -2076022458046806633"
"Equal 5192291082361224137, -5231524845928298018"
"Equal 3723793597539022683, 2569901104010549356"
"Equal 8813779038068000289, 5699019989992640365"
"Equal 3626246949279325171, 2163322183418484944"
"Equal 1226628922545323555, 5857061278966408414"
"Equal -5796200280957980975, -9124642987025946773"
"Equal -1660086353061957401, -9167638422035707996"
"Equal 4601248371336421767, 7905071000753863485"
"Equal 527849128169470544, -6253418362509717228"
"Equal -2836459808001623021, -2868458882417465538"
"Equal -7840742530175542930, -8136511306398707839"
"Equal 8427123352608455022, -7705804559311604007"
"Equal -3164202095620983896, -2839100839551090832"
"Equal 8063936962670211337, 2544872963142591609"
"Equal -9181329463914646144, -50470132474931630"
"Equal 1037307656034240486, -6632227376932658674"
"Equal 8044733174545301537, 7175409626000733013"
"Equal 1257878894818931642, -3922234814492662909"
"Equal -497701192132552164, -3836817854739931441"
"Equal 3926673736869317699, -3455952240067694157"
"Equal 8725399355535647788, 5877957294949813605"
"Equal -5343001140981673978, -6266203117714548448"
"Equal -596015914525334931, 7007424630037472440"
"Equal -7084517605636409785, 3561764306027318613"
"Equal 7610953222451823891, -5873153859456360223"
"Equal -8192120401166685630, 4285338264521019253"
"Equal -8579600409379987050, 8756443663355792752"
"Equal 5452483639125401843, 6865533098206991597"
"Equal -5323385681985825380, -1470002224496357831"
"Equal 4936401521486484997, -4819560806297062488"
"Equal 7926414805606511289, 196974764342403549"
"Equal 7907003066710732084, -3513953853187052713"
"Equal 6919268679875097663, -4210791412768695851"
"Equal 7605614276927647705, 8936659968043806472"
"Equal 8641257838469024129, -2193405195022844031"
"Equal -3385931719378319188, 8204475038520239798"
"Equal 5779788128432120310, 2453640756450286197"
"Equal -5066180957078557733, 6063251175550261682"
"Equal 26715099047904426, 511176358981629220"
"Equal -5994649570370469838, 2861549794896635208"
"Equal 1820470416782721742, -1104763674346373279"
"Equal 4916232485783029, 2694198247216956481"
"Equal 1092832549542224942, -3809833083657182618"
"Equal -8528234852738968655, -6676214832526407818"
"Equal 5854378035793559550, 4482583285540841483"
"Equal 191150223813155789, -611226599304134493"
"Equal 2863679639094585160, 2657308263533177187"
"Equal 1244896251640896159, -550647078845492630"
"Equal -3759472897246883191, -4761666617565805108"
"Equal 1158151961452015588, -4610923705392827712"
"Equal -3986599435622624257, -5186739186053203827"
"Equal 787557578790872688, 3596647855494266608"
"Equal -4729036936517242033, -2673930357012559497"
"Equal 9134874787276840049, 1079285203007980574"
"Equal -4831117014960177755, -3129963505807285668"
"Equal 7796557300627146962, 3970068929801624274"
"Equal -2303577568291054326, -1946279000766638709"
"Equal 969380734611360330, -762084324966309400"
"Equal 6423054457207344516, 5791847759435793308"
"Equal -5011341423093415478, 8966125649926268654"
"Equal -142272621543512610, -29705128854275642"
"Equal 2578051291669921445, 3153473903228687145"
"Equal -6395050090633228120, -999494329422260427"
"Equal -1205358823138733299, 2894089167225971405"
"Equal 2379366948978466585, 5661721768934643785"
"Equal 7043018468510732486, 7022760769858435204"
"Equal 4371806990296651197, 1958004156902551240"
"Equal -2710488862263972883, -2375943431554332710"
"Equal 6457957574148186285, -2443242890088955265"
"Equal -5445738978424181764, -443747528897417181"
"Equal -2516637460489639831, -1484897680759216557"
"Equal 2577897423871448399, 72303205152051573"
"Equal 4877984521869765999, 5239396973456904404"
"Equal -300191727737765676, -4419137446187938474"
"Equal 6293720394389629413, -6229050227349918776"
"Equal -6367388929945910989, 6510152773202750401"
"Equal -3189171956416198777, -4843168451147824585"
"Equal 2869543045635578377, -4155641074544922423"
"Equal -4123780787306980762, -1597697202176390180"
"Equal 3722841638754905143, 6159772129482203025"
"Equal 760546190713688784, 6401296248609541024"
"Equal 2676850343354992740, 2858086758908236172"
"Equal -7447212359852374793, 5448822988373664228"
"Equal 346694522032866910, 6872812722052943516"
"Equal 1845059312289327478, 7176473214232410666"
"Equal 1871841149872709590, 3955765847532330975"
"Equal -4882472643446383863, 4726353748884863880"
"Equal -7731217802259682264, -970442289258796821"
"Equal 352370993705555574, 4524811832154443239"
"Equal -8393236021244597117, -5918476533863792039"
"Equal -3650762553668234232, 5341226941206711569"
"Equal 851674286372817079, 5560566574226172577"
"Equal 8445433008029484779, 5045820675849512293"
"Equal 2171750004152260411, 5824046979575757969"
"Equal 4486240790686826357, -5500681695606641746"
"Equal 5825115299183911128, 2310490368538964803"
"Equal 9135859115632773069, -3634299577551571979"
"Equal 4143544585745991318, 2306382418234198507"
"Equal 9121552523750664781, 3350873995280099624"
"Equal -4157506737571203923, -6753413344451966974"
"Equal -8663783185515598869, 5360559312562318419"
"Equal -6747707258287989580, 94188251049259163"
"Equal -1948727891154975725, -2427487424887137415"
"Equal -8134019196974894384, -1944423819691507236"
"Equal -2670132012502702341, 8188247257812623263"
"Equal -5547527966492322301, 3482155973358843706"
"Equal -7043298464817222662, -2567448776834534691"
"Equal -5870811141584009927, 8835639967421244971"
"Equal -1995341179204207601, 4292478398779043119"
"Equal 6928300341490126944, 957944572153305109"
"Equal -5620814867135430635, -894833848456784461"
